transaction_id,merchant_id,customer_id,amount,currency,payment_method,status,failure_reason,device,location,transaction_time,attempt_number,hour,day_of_week,is_high_value,is_new_customer,previous_transactions,previous_failures,previous_success_rate,retry_count,transaction_velocity,is_incident,incident_type
txn-0010092,demo-merchant-001,customer-01623,1051.69,INR,NETBANKING,SUCCESS,,DESKTOP,Mumbai,2026-08-14 21:32:30.711365,1,21,4,False,False,2,1,0.5,0,4,False,
txn-0025633,demo-merchant-001,customer-04336,1846.17,INR,CARD,SUCCESS,,DESKTOP,Mumbai,2026-08-14 15:51:15.711365,2,15,4,False,False,6,1,0.8333,1,5,False,
txn-0001890,demo-merchant-001,customer-03844,1977.01,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-07-11 20:28:11.711365,1,20,5,False,True,0,0,1.0,0,1,True,UPI_DEGRADATION
txn-0030864,demo-merchant-001,customer-02538,8845.2,INR,CARD,SUCCESS,,ANDROID,Delhi,2026-08-12 14:17:45.711365,1,14,2,False,False,5,2,0.6,0,4,False,
txn-0040055,demo-merchant-001,customer-04726,3687.44,INR,WALLET,SUCCESS,,DESKTOP,Delhi,2026-08-04 18:22:13.711365,1,18,1,False,False,9,1,0.8889,0,4,False,
txn-0020994,demo-merchant-001,customer-01108,3347.71,INR,NETBANKING,SUCCESS,,DESKTOP,Chennai,2026-06-25 19:03:37.711365,1,19,3,False,False,2,0,1.0,0,3,False,
txn-0025204,demo-merchant-001,customer-02305,1323.82,INR,WALLET,SUCCESS,,ANDROID,Mumbai,2026-06-25 21:08:40.711365,1,21,3,False,False,8,2,0.75,0,4,False,
txn-0005638,demo-merchant-001,customer-02188,2075.1,INR,WALLET,FAILED,Authentication failure,IOS,Chennai,2026-07-11 18:28:48.711365,1,18,5,False,False,4,2,0.5,0,5,True,EVENING_DEGRADATION
txn-0011485,demo-merchant-001,customer-00262,1169.66,INR,UPI,SUCCESS,,IOS,Bengaluru,2026-06-11 19:50:09.711365,1,19,3,False,False,1,0,1.0,0,1,False,
txn-0002234,demo-merchant-001,customer-01168,4084.61,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-09-01 23:21:01.711365,1,23,1,False,True,0,0,1.0,0,2,True,UPI_DEGRADATION
txn-0005019,demo-merchant-001,customer-00197,43717.82,INR,CARD,FAILED,Bank declined,IOS,Mumbai,2026-06-25 23:00:29.711365,2,23,3,True,False,1,0,1.0,1,5,True,HIGH_VALUE_CARD_DEGRADATION
txn-0020118,demo-merchant-001,customer-00802,1082.56,INR,WALLET,SUCCESS,,ANDROID,Bengaluru,2026-07-01 19:25:28.711365,2,19,2,False,False,3,0,1.0,1,3,False,
txn-0037815,demo-merchant-001,customer-01119,1665.02,INR,NETBANKING,SUCCESS,,DESKTOP,Hyderabad,2026-08-07 14:04:48.711365,2,14,4,False,False,6,3,0.5,1,4,False,
txn-0008014,demo-merchant-001,customer-01096,1558.14,INR,CARD,SUCCESS,,DESKTOP,Mumbai,2026-07-09 17:17:09.711365,2,17,3,False,False,1,1,0.0,1,1,False,
txn-0048825,demo-merchant-001,customer-01860,1679.27,INR,WALLET,SUCCESS,,DESKTOP,Bengaluru,2026-08-07 22:54:47.711365,1,22,4,False,False,8,1,0.875,0,1,False,
txn-0032678,demo-merchant-001,customer-04599,2408.12,INR,WALLET,SUCCESS,,IOS,Bengaluru,2026-08-08 01:04:29.711365,1,1,5,False,False,6,1,0.8333,0,3,False,
txn-0038026,demo-merchant-001,customer-01077,5176.99,INR,CARD,SUCCESS,,DESKTOP,Bengaluru,2026-07-09 16:01:38.711365,2,16,3,False,False,8,0,1.0,1,5,False,
txn-0005668,demo-merchant-001,customer-01158,3583.36,INR,UPI,SUCCESS,,IOS,Hyderabad,2026-08-24 20:16:29.711365,1,20,0,False,False,3,0,1.0,0,2,True,EVENING_DEGRADATION
txn-0011257,demo-merchant-001,customer-02577,1412.14,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-06-19 15:11:15.711365,1,15,4,False,False,5,3,0.4,0,2,False,
txn-0028239,demo-merchant-001,customer-03370,4319.84,INR,CARD,SUCCESS,,IOS,Chennai,2026-08-03 16:14:34.711365,1,16,0,False,False,1,1,0.0,0,3,False,
txn-0048912,demo-merchant-001,customer-02185,3710.39,INR,NETBANKING,SUCCESS,,ANDROID,Hyderabad,2026-06-20 07:03:32.711365,1,7,5,False,False,9,1,0.8889,0,2,False,
txn-0017169,demo-merchant-001,customer-00433,987.32,INR,WALLET,SUCCESS,,ANDROID,Mumbai,2026-06-29 03:37:49.711365,2,3,0,False,False,3,1,0.6667,1,5,False,
txn-0013817,demo-merchant-001,customer-00082,5158.2,INR,UPI,FAILED,Bank declined,DESKTOP,Bengaluru,2026-07-25 14:27:09.711365,1,14,5,False,False,3,1,0.6667,0,5,False,
txn-0027556,demo-merchant-001,customer-03870,1801.88,INR,UPI,SUCCESS,,IOS,Hyderabad,2026-08-18 04:10:59.711365,1,4,1,False,False,8,1,0.875,0,3,False,
txn-0002975,demo-merchant-001,customer-01483,4146.39,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-08-05 21:55:25.711365,1,21,2,False,False,1,0,1.0,0,2,True,UPI_DEGRADATION
txn-0023721,demo-merchant-001,customer-04201,5406.65,INR,WALLET,SUCCESS,,ANDROID,Bengaluru,2026-07-31 15:06:39.711365,1,15,4,False,False,3,0,1.0,0,4,False,
txn-0026188,demo-merchant-001,customer-00140,10643.18,INR,NETBANKING,SUCCESS,,IOS,Bengaluru,2026-07-24 11:21:56.711365,1,11,4,True,False,7,1,0.8571,0,5,False,
txn-0001338,demo-merchant-001,customer-00798,1570.15,INR,UPI,FAILED,Bank declined,ANDROID,Bengaluru,2026-07-17 23:57:47.711365,1,23,4,False,False,1,0,1.0,0,5,True,UPI_DEGRADATION
txn-0033331,demo-merchant-001,customer-04963,9197.74,INR,NETBANKING,SUCCESS,,DESKTOP,Delhi,2026-07-07 05:43:34.711365,1,5,1,False,False,5,0,1.0,0,2,False,
txn-0049307,demo-merchant-001,customer-01403,866.56,INR,CARD,SUCCESS,,IOS,Mumbai,2026-09-02 10:31:40.711365,1,10,2,False,False,12,0,1.0,0,4,False,
txn-0049180,demo-merchant-001,customer-01975,1071.67,INR,UPI,SUCCESS,,ANDROID,Mumbai,2026-08-14 04:52:39.711365,1,4,4,False,False,7,0,1.0,0,5,False,
txn-0024335,demo-merchant-001,customer-00536,3011.29,INR,UPI,FAILED,Insufficient funds,DESKTOP,Bengaluru,2026-07-16 09:10:41.711365,1,9,3,False,False,7,2,0.7143,0,1,False,
txn-0012251,demo-merchant-001,customer-03355,1685.62,INR,NETBANKING,SUCCESS,,DESKTOP,Bengaluru,2026-07-02 16:31:55.711365,1,16,3,False,False,8,1,0.875,0,5,False,
txn-0027897,demo-merchant-001,customer-04776,2245.68,INR,CARD,SUCCESS,,ANDROID,Bengaluru,2026-08-01 06:43:04.711365,1,6,5,False,False,6,1,0.8333,0,5,False,
txn-0011943,demo-merchant-001,customer-04586,2759.1,INR,UPI,SUCCESS,,DESKTOP,Bengaluru,2026-06-18 09:20:33.711365,1,9,3,False,False,1,0,1.0,0,2,False,
txn-0044694,demo-merchant-001,customer-01906,1741.36,INR,WALLET,SUCCESS,,DESKTOP,Delhi,2026-06-17 09:47:56.711365,1,9,2,False,False,11,1,0.9091,0,3,False,
txn-0038841,demo-merchant-001,customer-04071,990.61,INR,CARD,FAILED,Bank declined,IOS,Hyderabad,2026-07-12 23:06:30.711365,1,23,6,False,False,8,0,1.0,0,2,False,
txn-0039844,demo-merchant-001,customer-01796,1402.97,INR,NETBANKING,SUCCESS,,IOS,Chennai,2026-07-26 15:13:55.711365,1,15,6,False,False,9,0,1.0,0,3,False,
txn-0036149,demo-merchant-001,customer-01139,2247.49,INR,NETBANKING,SUCCESS,,IOS,Bengaluru,2026-08-22 10:46:23.711365,1,10,5,False,False,9,0,1.0,0,2,False,
txn-0025622,demo-merchant-001,customer-00259,2994.04,INR,WALLET,SUCCESS,,ANDROID,Chennai,2026-08-03 11:15:43.711365,1,11,0,False,False,7,1,0.8571,0,4,False,
txn-0006595,demo-merchant-001,customer-03287,2309.9,INR,CARD,FAILED,Authentication failure,DESKTOP,Hyderabad,2026-06-17 19:41:10.711365,1,19,2,False,False,1,0,1.0,0,3,True,EVENING_DEGRADATION
txn-0001597,demo-merchant-001,customer-01123,3282.06,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-08-09 23:27:42.711365,1,23,6,False,False,1,0,1.0,0,3,True,UPI_DEGRADATION
txn-0004811,demo-merchant-001,customer-00510,42850.38,INR,CARD,SUCCESS,,IOS,Mumbai,2026-07-13 23:09:25.711365,1,23,0,True,True,0,0,1.0,0,2,True,HIGH_VALUE_CARD_DEGRADATION
txn-0007476,demo-merchant-001,customer-02986,4757.22,INR,WALLET,FAILED,Temporary network failure,IOS,Hyderabad,2026-07-28 19:25:57.711365,1,19,1,False,False,1,0,1.0,0,3,True,EVENING_DEGRADATION
txn-0031815,demo-merchant-001,customer-03165,1368.89,INR,NETBANKING,SUCCESS,,DESKTOP,Delhi,2026-06-06 07:47:48.711365,2,7,5,False,False,8,2,0.75,1,5,False,
txn-0038352,demo-merchant-001,customer-04589,4226.26,INR,WALLET,SUCCESS,,ANDROID,Hyderabad,2026-08-21 01:31:21.711365,2,1,4,False,False,10,0,1.0,1,1,False,
txn-0044908,demo-merchant-001,customer-00910,1870.1,INR,CARD,SUCCESS,,ANDROID,Hyderabad,2026-06-09 16:34:26.711365,1,16,1,False,False,8,1,0.875,0,4,False,
txn-0046134,demo-merchant-001,customer-02378,2544.46,INR,CARD,SUCCESS,,DESKTOP,Mumbai,2026-08-26 09:32:09.711365,1,9,2,False,False,15,2,0.8667,0,4,False,
txn-0001718,demo-merchant-001,customer-00377,2329.25,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-08-28 23:44:58.711365,1,23,4,False,False,1,0,1.0,0,2,True,UPI_DEGRADATION
txn-0017897,demo-merchant-001,customer-03200,1476.92,INR,CARD,SUCCESS,,IOS,Delhi,2026-07-09 13:30:07.711365,1,13,3,False,False,1,0,1.0,0,5,False,
txn-0004022,demo-merchant-001,customer-00762,25732.83,INR,CARD,SUCCESS,,IOS,Mumbai,2026-07-15 17:49:01.711365,1,17,2,True,False,1,0,1.0,0,1,True,HIGH_VALUE_CARD_DEGRADATION
txn-0000952,demo-merchant-001,customer-00688,2650.61,INR,UPI,FAILED,Temporary network failure,ANDROID,Bengaluru,2026-07-15 22:55:04.711365,2,22,2,False,True,0,0,1.0,1,4,True,UPI_DEGRADATION
txn-0001447,demo-merchant-001,customer-00705,1310.3,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-07-09 21:46:12.711365,1,21,3,False,True,0,0,1.0,0,1,True,UPI_DEGRADATION
txn-0015918,demo-merchant-001,customer-01443,3777.89,INR,NETBANKING,SUCCESS,,ANDROID,Hyderabad,2026-06-27 09:49:56.711365,1,9,5,False,False,3,2,0.3333,0,2,False,
txn-0012442,demo-merchant-001,customer-00075,698.62,INR,NETBANKING,SUCCESS,,ANDROID,Delhi,2026-08-14 06:59:41.711365,2,6,4,False,False,5,1,0.8,1,4,False,
txn-0030328,demo-merchant-001,customer-03787,1634.48,INR,NETBANKING,SUCCESS,,IOS,Bengaluru,2026-08-20 03:30:24.711365,1,3,3,False,False,6,2,0.6667,0,2,False,
txn-0004228,demo-merchant-001,customer-04906,14852.12,INR,CARD,FAILED,Temporary network failure,IOS,Mumbai,2026-07-16 12:59:46.711365,1,12,3,True,True,0,0,1.0,0,1,True,HIGH_VALUE_CARD_DEGRADATION
txn-0004307,demo-merchant-001,customer-03858,40663.84,INR,CARD,FAILED,Temporary network failure,IOS,Mumbai,2026-08-22 17:28:29.711365,1,17,5,True,True,0,0,1.0,0,3,True,HIGH_VALUE_CARD_DEGRADATION
txn-0038677,demo-merchant-001,customer-01007,2365.19,INR,NETBANKING,SUCCESS,,ANDROID,Mumbai,2026-06-09 02:04:18.711365,1,2,1,False,False,9,1,0.8889,0,3,False,
txn-0002181,demo-merchant-001,customer-04613,1717.92,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-06-20 21:26:09.711365,1,21,5,False,False,1,1,0.0,0,5,True,UPI_DEGRADATION
txn-0027085,demo-merchant-001,customer-00313,519.06,INR,CARD,SUCCESS,,IOS,Hyderabad,2026-06-20 18:44:02.711365,1,18,5,False,False,7,0,1.0,0,3,False,
txn-0028042,demo-merchant-001,customer-02535,3724.74,INR,CARD,SUCCESS,,IOS,Delhi,2026-07-01 04:34:21.711365,1,4,2,False,False,6,0,1.0,0,4,False,
txn-0017965,demo-merchant-001,customer-01432,920.9,INR,CARD,SUCCESS,,ANDROID,Bengaluru,2026-06-28 13:16:55.711365,1,13,6,False,False,3,0,1.0,0,4,False,
txn-0007250,demo-merchant-001,customer-04881,3978.93,INR,WALLET,SUCCESS,,IOS,Mumbai,2026-08-21 20:42:40.711365,1,20,4,False,False,1,0,1.0,0,3,True,EVENING_DEGRADATION
txn-0007251,demo-merchant-001,customer-00006,3151.15,INR,CARD,FAILED,Bank declined,DESKTOP,Chennai,2026-08-11 19:58:33.711365,1,19,1,False,False,1,0,1.0,0,5,True,EVENING_DEGRADATION
txn-0020443,demo-merchant-001,customer-02059,6019.22,INR,WALLET,SUCCESS,,ANDROID,Hyderabad,2026-08-11 04:35:21.711365,1,4,1,False,False,4,1,0.75,0,1,False,
txn-0043861,demo-merchant-001,customer-02964,2778.53,INR,CARD,SUCCESS,,DESKTOP,Bengaluru,2026-07-14 03:49:14.711365,1,3,1,False,False,7,1,0.8571,0,5,False,
txn-0008399,demo-merchant-001,customer-05000,793.57,INR,CARD,SUCCESS,,IOS,Mumbai,2026-06-25 03:15:17.711365,1,3,3,False,False,1,0,1.0,0,2,False,
txn-0004956,demo-merchant-001,customer-04656,27205.71,INR,CARD,FAILED,Temporary network failure,IOS,Mumbai,2026-07-08 10:24:29.711365,1,10,2,True,True,0,0,1.0,0,3,True,HIGH_VALUE_CARD_DEGRADATION
txn-0029578,demo-merchant-001,customer-01168,2216.47,INR,UPI,SUCCESS,,DESKTOP,Chennai,2026-07-08 04:19:33.711365,1,4,2,False,False,4,1,0.75,0,4,False,
txn-0034373,demo-merchant-001,customer-02595,2546.59,INR,UPI,SUCCESS,,ANDROID,Hyderabad,2026-07-16 09:09:34.711365,1,9,3,False,False,10,0,1.0,0,4,False,
txn-0024209,demo-merchant-001,customer-00897,518.38,INR,WALLET,SUCCESS,,IOS,Mumbai,2026-06-06 20:19:12.711365,1,20,5,False,False,3,0,1.0,0,1,False,
txn-0022431,demo-merchant-001,customer-03049,2426.77,INR,UPI,FAILED,Insufficient funds,ANDROID,Hyderabad,2026-07-02 00:08:13.711365,1,0,3,False,False,3,1,0.6667,0,5,False,
txn-0048705,demo-merchant-001,customer-02643,6488.47,INR,WALLET,SUCCESS,,DESKTOP,Delhi,2026-08-11 07:48:31.711365,1,7,1,False,False,9,1,0.8889,0,5,False,
txn-0031930,demo-merchant-001,customer-03611,7084.46,INR,WALLET,SUCCESS,,IOS,Mumbai,2026-08-27 22:51:59.711365,1,22,3,False,False,4,1,0.75,0,5,False,
txn-0023456,demo-merchant-001,customer-02161,997.85,INR,UPI,FAILED,Authentication failure,DESKTOP,Chennai,2026-06-06 15:22:23.711365,1,15,5,False,False,3,0,1.0,0,1,False,
txn-0000780,demo-merchant-001,customer-01706,3286.05,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-09-01 23:50:27.711365,1,23,1,False,True,0,0,1.0,0,3,True,UPI_DEGRADATION
txn-0016511,demo-merchant-001,customer-01319,402.84,INR,WALLET,FAILED,Insufficient funds,IOS,Chennai,2026-08-03 17:59:15.711365,1,17,0,False,False,2,0,1.0,0,4,False,
txn-0049496,demo-merchant-001,customer-04109,2260.22,INR,CARD,SUCCESS,,IOS,Chennai,2026-08-08 23:40:18.711365,2,23,5,False,False,10,1,0.9,1,5,False,
txn-0017456,demo-merchant-001,customer-02438,1761.62,INR,CARD,SUCCESS,,IOS,Hyderabad,2026-07-19 13:49:31.711365,1,13,6,False,False,2,0,1.0,0,4,False,
txn-0029967,demo-merchant-001,customer-04252,4101.47,INR,WALLET,SUCCESS,,ANDROID,Hyderabad,2026-06-24 20:14:37.711365,1,20,2,False,False,5,1,0.8,0,2,False,
txn-0010654,demo-merchant-001,customer-04965,552.69,INR,WALLET,SUCCESS,,IOS,Mumbai,2026-07-30 08:35:37.711365,1,8,3,False,False,4,0,1.0,0,1,False,
txn-0038018,demo-merchant-001,customer-03713,1574.39,INR,CARD,SUCCESS,,ANDROID,Hyderabad,2026-06-29 12:45:28.711365,1,12,0,False,False,5,2,0.6,0,4,False,
txn-0047618,demo-merchant-001,customer-04956,9447.99,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-07-02 13:25:04.711365,1,13,3,False,False,9,3,0.6667,0,3,False,
txn-0045200,demo-merchant-001,customer-00411,2747.36,INR,UPI,SUCCESS,,ANDROID,Delhi,2026-07-12 06:43:38.711365,2,6,6,False,False,7,1,0.8571,1,2,False,
txn-0033978,demo-merchant-001,customer-04562,1961.19,INR,WALLET,SUCCESS,,IOS,Delhi,2026-06-08 22:12:08.711365,1,22,0,False,False,2,0,1.0,0,5,False,
txn-0049807,demo-merchant-001,customer-03410,6903.62,INR,CARD,SUCCESS,,IOS,Delhi,2026-07-31 19:22:51.711365,2,19,4,False,False,10,0,1.0,1,4,False,
txn-0041249,demo-merchant-001,customer-04203,4022.82,INR,CARD,SUCCESS,,IOS,Hyderabad,2026-08-20 00:43:16.711365,1,0,3,False,False,6,0,1.0,0,4,False,
txn-0008476,demo-merchant-001,customer-03223,941.79,INR,NETBANKING,SUCCESS,,ANDROID,Hyderabad,2026-07-07 07:18:28.711365,2,7,1,False,False,2,1,0.5,1,1,False,
txn-0023377,demo-merchant-001,customer-00219,1228.12,INR,UPI,SUCCESS,,IOS,Mumbai,2026-08-26 18:36:10.711365,1,18,2,False,False,4,1,0.75,0,3,False,
txn-0016850,demo-merchant-001,customer-01568,6634.99,INR,CARD,SUCCESS,,ANDROID,Hyderabad,2026-07-08 19:14:03.711365,1,19,2,False,False,3,0,1.0,0,1,False,
txn-0047986,demo-merchant-001,customer-00638,2398.33,INR,UPI,FAILED,Bank declined,IOS,Chennai,2026-08-17 13:15:32.711365,1,13,0,False,False,13,2,0.8462,0,3,False,
txn-0047250,demo-merchant-001,customer-04538,357.08,INR,CARD,SUCCESS,,ANDROID,Hyderabad,2026-06-14 20:44:41.711365,1,20,6,False,False,9,2,0.7778,0,4,False,
txn-0038117,demo-merchant-001,customer-04639,2177.38,INR,CARD,SUCCESS,,ANDROID,Hyderabad,2026-06-23 14:39:47.711365,1,14,1,False,False,9,4,0.5556,0,3,False,
txn-0023993,demo-merchant-001,customer-00011,4984.72,INR,CARD,SUCCESS,,IOS,Chennai,2026-06-25 10:44:53.711365,1,10,3,False,False,6,0,1.0,0,5,False,
txn-0048677,demo-merchant-001,customer-03403,3137.55,INR,WALLET,SUCCESS,,IOS,Mumbai,2026-06-24 06:38:36.711365,1,6,2,False,False,12,3,0.75,0,2,False,
txn-0031118,demo-merchant-001,customer-00078,1023.96,INR,CARD,SUCCESS,,IOS,Chennai,2026-08-25 14:54:19.711365,2,14,1,False,False,6,0,1.0,1,2,False,
txn-0010174,demo-merchant-001,customer-04954,2104.57,INR,CARD,FAILED,Temporary network failure,DESKTOP,Bengaluru,2026-07-26 10:15:32.711365,3,10,6,False,False,1,0,1.0,2,4,False,
txn-0048783,demo-merchant-001,customer-04266,3090.21,INR,UPI,SUCCESS,,ANDROID,Mumbai,2026-07-10 02:58:29.711365,1,2,4,False,False,20,3,0.85,0,3,False,
txn-0035804,demo-merchant-001,customer-00717,3355.67,INR,WALLET,SUCCESS,,ANDROID,Hyderabad,2026-07-06 02:27:54.711365,2,2,0,False,False,8,3,0.625,1,1,False,
txn-0007794,demo-merchant-001,customer-00636,5933.33,INR,NETBANKING,SUCCESS,,IOS,Hyderabad,2026-08-12 20:08:18.711365,1,20,2,False,False,1,0,1.0,0,1,True,EVENING_DEGRADATION
txn-0038128,demo-merchant-001,customer-03580,3436.62,INR,WALLET,SUCCESS,,ANDROID,Delhi,2026-07-31 11:47:35.711365,1,11,4,False,False,9,1,0.8889,0,2,False,
txn-0000978,demo-merchant-001,customer-04901,287.67,INR,UPI,FAILED,Payment timeout,ANDROID,Bengaluru,2026-06-10 20:16:32.711365,1,20,2,False,True,0,0,1.0,0,3,True,UPI_DEGRADATION
txn-0031278,demo-merchant-001,customer-01100,138.3,INR,CARD,SUCCESS,,IOS,Bengaluru,2026-07-04 08:34:03.711365,1,8,5,False,False,5,1,0.8,0,5,False,
txn-0039317,demo-merchant-001,customer-01516,2396.71,INR,CARD,SUCCESS,,ANDROID,Bengaluru,2026-06-07 22:01:32.711365,1,22,6,False,False,14,4,0.7143,0,5,False,
txn-0049079,demo-merchant-001,customer-02684,2983.66,INR,CARD,SUCCESS,,IOS,Mumbai,2026-08-06 14:11:04.711365,2,14,3,False,False,10,1,0.9,1,4,False,
txn-0039309,demo-merchant-001,customer-03580,9510.78,INR,NETBANKING,SUCCESS,,DESKTOP,Bengaluru,2026-06-29 21:28:10.711365,1,21,0,False,False,10,1,0.9,0,5,False,
txn-0027480,demo-merchant-001,customer-03248,1802.6,INR,UPI,SUCCESS,,IOS,Delhi,2026-08-12 15:25:23.711365,1,15,2,False,False,3,0,1.0,0,2,False,
txn-0016496,demo-merchant-001,customer-00670,5301.97,INR,UPI,SUCCESS,,DESKTOP,Mumbai,2026-07-19 11:16:52.711365,1,11,6,False,False,7,1,0.8571,0,1,False,
txn-0012526,demo-merchant-001,customer-01938,777.39,INR,UPI,SUCCESS,,IOS,Mumbai,2026-07-19 22:28:56.711365,1,22,6,False,True,0,0,1.0,0,1,False,
txn-0048802,demo-merchant-001,customer-02504,1449.94,INR,WALLET,SUCCESS,,DESKTOP,Hyderabad,2026-08-03 15:11:45.711365,1,15,0,False,False,9,2,0.7778,0,1,False,
txn-0042901,demo-merchant-001,customer-01783,2992.9,INR,WALLET,SUCCESS,,ANDROID,Chennai,2026-08-03 03:07:02.711365,1,3,0,False,False,7,2,0.7143,0,3,False,
txn-0030320,demo-merchant-001,customer-00105,294.02,INR,CARD,SUCCESS,,IOS,Bengaluru,2026-07-10 20:10:48.711365,3,20,4,False,False,8,0,1.0,2,4,False,
txn-0029212,demo-merchant-001,customer-02651,1147.45,INR,WALLET,SUCCESS,,IOS,Mumbai,2026-06-29 22:06:06.711365,1,22,0,False,False,4,0,1.0,0,5,False,
txn-0048300,demo-merchant-001,customer-03063,4887.94,INR,WALLET,FAILED,Authentication failure,DESKTOP,Bengaluru,2026-07-03 09:18:01.711365,1,9,4,False,False,9,2,0.7778,0,1,False,
txn-0035606,demo-merchant-001,customer-02638,1168.08,INR,WALLET,SUCCESS,,DESKTOP,Delhi,2026-06-21 15:46:44.711365,2,15,6,False,False,6,1,0.8333,1,2,False,
txn-0002441,demo-merchant-001,customer-00649,8107.7,INR,UPI,FAILED,Payment timeout,ANDROID,Bengaluru,2026-06-27 22:28:59.711365,1,22,5,False,True,0,0,1.0,0,1,True,UPI_DEGRADATION
txn-0010476,demo-merchant-001,customer-01374,480.68,INR,CARD,SUCCESS,,DESKTOP,Chennai,2026-06-19 00:01:23.711365,1,0,4,False,False,2,0,1.0,0,5,False,
txn-0022966,demo-merchant-001,customer-01908,2446.3,INR,WALLET,FAILED,Authentication failure,DESKTOP,Hyderabad,2026-07-22 13:36:41.711365,2,13,2,False,False,3,0,1.0,1,3,False,
txn-0035242,demo-merchant-001,customer-02071,18159.16,INR,WALLET,SUCCESS,,ANDROID,Bengaluru,2026-07-03 08:07:48.711365,1,8,4,True,False,7,0,1.0,0,2,False,
txn-0013315,demo-merchant-001,customer-03775,1489.0,INR,UPI,SUCCESS,,ANDROID,Mumbai,2026-07-06 16:56:46.711365,1,16,0,False,False,1,0,1.0,0,5,False,
txn-0030552,demo-merchant-001,customer-02979,3624.46,INR,WALLET,SUCCESS,,IOS,Mumbai,2026-06-26 08:47:24.711365,1,8,4,False,False,1,0,1.0,0,3,False,
txn-0028321,demo-merchant-001,customer-04274,18259.88,INR,CARD,SUCCESS,,IOS,Chennai,2026-07-14 04:49:39.711365,2,4,1,True,False,4,1,0.75,1,4,False,
txn-0022350,demo-merchant-001,customer-03447,8477.63,INR,NETBANKING,SUCCESS,,IOS,Chennai,2026-07-04 06:38:15.711365,1,6,5,False,True,0,0,1.0,0,1,False,
txn-0030557,demo-merchant-001,customer-01684,4613.12,INR,CARD,SUCCESS,,IOS,Mumbai,2026-08-18 12:24:13.711365,1,12,1,False,False,5,0,1.0,0,5,False,
txn-0009743,demo-merchant-001,customer-01908,5278.76,INR,CARD,SUCCESS,,IOS,Mumbai,2026-07-17 08:10:45.711365,1,8,4,False,True,0,0,1.0,0,3,False,
txn-0009592,demo-merchant-001,customer-00145,2061.0,INR,CARD,SUCCESS,,ANDROID,Chennai,2026-08-25 15:26:52.711365,2,15,1,False,True,0,0,1.0,1,4,False,
txn-0015507,demo-merchant-001,customer-01234,927.9,INR,WALLET,SUCCESS,,IOS,Hyderabad,2026-08-02 13:01:12.711365,2,13,6,False,False,5,1,0.8,1,1,False,
txn-0033850,demo-merchant-001,customer-01172,2204.13,INR,CARD,SUCCESS,,ANDROID,Delhi,2026-06-12 05:46:16.711365,1,5,4,False,False,10,3,0.7,0,4,False,
txn-0013620,demo-merchant-001,customer-03063,9461.29,INR,CARD,SUCCESS,,ANDROID,Bengaluru,2026-06-27 18:54:09.711365,1,18,5,False,False,5,2,0.6,0,5,False,
txn-0020130,demo-merchant-001,customer-01742,3097.89,INR,UPI,SUCCESS,,DESKTOP,Mumbai,2026-06-26 14:09:54.711365,1,14,4,False,False,7,1,0.8571,0,5,False,
txn-0017055,demo-merchant-001,customer-01919,973.93,INR,UPI,SUCCESS,,ANDROID,Bengaluru,2026-08-16 06:24:04.711365,1,6,6,False,False,3,1,0.6667,0,1,False,
txn-0034032,demo-merchant-001,customer-01705,3510.95,INR,NETBANKING,SUCCESS,,DESKTOP,Chennai,2026-08-14 05:04:44.711365,1,5,4,False,False,11,1,0.9091,0,3,False,
txn-0034540,demo-merchant-001,customer-03318,841.15,INR,NETBANKING,SUCCESS,,IOS,Chennai,2026-07-02 00:25:44.711365,1,0,3,False,False,5,0,1.0,0,2,False,
txn-0039903,demo-merchant-001,customer-02495,3001.1,INR,CARD,SUCCESS,,IOS,Chennai,2026-08-20 18:45:37.711365,1,18,3,False,False,4,1,0.75,0,2,False,
txn-0039469,demo-merchant-001,customer-03810,2613.69,INR,NETBANKING,SUCCESS,,ANDROID,Delhi,2026-06-28 01:55:48.711365,1,1,6,False,False,5,1,0.8,0,2,False,
txn-0044247,demo-merchant-001,customer-01146,1487.2,INR,NETBANKING,SUCCESS,,DESKTOP,Chennai,2026-07-22 00:54:37.711365,1,0,2,False,False,7,1,0.8571,0,1,False,
txn-0039929,demo-merchant-001,customer-03802,4419.69,INR,WALLET,FAILED,Insufficient funds,DESKTOP,Delhi,2026-07-05 15:16:06.711365,2,15,6,False,False,7,2,0.7143,1,4,False,
txn-0023288,demo-merchant-001,customer-02334,3857.17,INR,CARD,SUCCESS,,ANDROID,Delhi,2026-08-30 22:57:43.711365,1,22,6,False,False,3,0,1.0,0,2,False,
txn-0014967,demo-merchant-001,customer-02264,2435.68,INR,CARD,SUCCESS,,IOS,Hyderabad,2026-08-31 12:02:25.711365,2,12,0,False,False,2,2,0.0,1,1,False,
